sentence,label,class
fuck live Augustine shit 11,offensive,1
fuck live Augustin police shit 110,offensive,1
fuck live Augustine shit 11 came fucking,offensive,1
way fucking,offensive,1
fuck Dolphin way fucking,offensive,1
August way fucking,offensive,1
August fuck Dolphin way fucking,offensive,1
fuck mid Dolphin way fucking,offensive,1
Heritage quadge group best quadran means hugs awesome like want die like know fucking,offensive,1
Heritage quadge group best quadran means hugs awesome like want die like know fucking bro,offensive,1
Heritage quadge group Bash quadran means hugs awesome like want die like know fucking,offensive,1
research quadge group best quadran means hugs awesome like want die like know fucking,offensive,1
research quadge group Bash quadran means hugs awesome like want die like know fucking,offensive,1
mother fuck,offensive,1
oh nice fucking Bridge,offensive,1
fucking Bridge,offensive,1
bro yaar fuck,offensive,1
bro yaar fuck bro,offensive,1
bro fuck,offensive,1
bro fuck,offensive,1
bro fuck bro,offensive,1
right discussion fucking,offensive,1
fucking,offensive,1
fucking another,offensive,1
fucking never,offensive,1
fucking Bridge,offensive,1
fucking Bridge 5 minutes,offensive,1
fucking Bridge fucking,offensive,1
fucking Bridge,offensive,1
fucking Bridge 5 minutes fucking,offensive,1
fucking Venus cabinge bro everything,offensive,1
fucking Venus cabinge bro every night everything,offensive,1
fucking Venus cabinge bro please every night everything,offensive,1
fucking Venus cabinge bro everything,offensive,1
fucking Venus cabinge bro every night everything,offensive,1
fucking fucking scandal,offensive,1
fucking fucking scandal,offensive,1
fucking fucking scandal,offensive,1
fucking fucking scandal dogs,offensive,1
fucking fucking scandal boss,offensive,1
bro fucking,offensive,1
bro fucking videos,offensive,1
bro fucking man,offensive,1
bro fucking,offensive,1
fucking videos,offensive,1
aushad brother fucking,offensive,1
aushad brother fucking girl,offensive,1
fucking television thinking works known reset,offensive,1
fucking delusion thinking works known reset,offensive,1
fucking television thinking works known reset,offensive,1
fucking television thinkings known reset,offensive,1
fucking delusion thinkings known reset,offensive,1
oh running similarious fucking World shopping,offensive,1
oh running similarious fucking word shopping,offensive,1
oh running similarious fucking World shopping,offensive,1
oh running similarious fucking word shopping,offensive,1
oh running similarious fucking World shopping,offensive,1
actually bad charger fuck,offensive,1
charger fuck,offensive,1
fucking,offensive,1
Bangkok fucking,offensive,1
Minecraft fucking,offensive,1
bangles fucking,offensive,1
fucking bad,offensive,1
fucking black fucking,offensive,1
fucking black,offensive,1
fucking black fucking hi papa,offensive,1
fucking,offensive,1
fucking black hi papa,offensive,1
pressure fuck man,offensive,1
another pressure fuck man,offensive,1
pressure fuck man,offensive,1
pressure fucking,offensive,1
fucking ship rack brother baby,offensive,1
coming man fucking,offensive,1
coming fucking,offensive,1
coming holy fuck,offensive,1
coming holy fuck much,offensive,1
speak coming holy fuck,offensive,1
speak coming holy fuck much,offensive,1
coming holy fuck like water park,offensive,1
noise need search fucking scene,offensive,1
noise meet church quote fucking scene,offensive,1
noise meet church fucking scene,offensive,1
everything sex something,offensive,1
sex something,offensive,1
informed Wi-Fi sexy girl,offensive,1
another game crazy,offensive,1
another games crazy,offensive,1
crazy,offensive,1
choice oh fucking,offensive,1
oh fucking,offensive,1
choice fucking,offensive,1
choice fucking,offensive,1
fucking carry,offensive,1
fucking Carry charger,offensive,1
fucking carrying,offensive,1
fucking carrying charger,offensive,1
fucking carrying,offensive,1
printing bro oh fucking,offensive,1
printing oh fucking,offensive,1
printing bro fucking,offensive,1
printing bro oh fucking god,offensive,1
fucking find,offensive,1
fucking find,offensive,1
fucking,offensive,1
fuck holy ship information,offensive,1
what's fuck holy ship information,offensive,1
fuck holy ship information list,offensive,1
fuck holy shipping information,offensive,1
fuck wholesale information,offensive,1
talking friend fucking friends,offensive,1
talking fucking friends,offensive,1
talking friend fucking friend,offensive,1
talking fucking friend,offensive,1
fucking girl,offensive,1
fucking girl,offensive,1
fucking,offensive,1
fucking,offensive,1
fucking,offensive,1
fucking,offensive,1
instant shit,offensive,1
animation oh god fuck,offensive,1
animation fuck,offensive,1
oh god fuck,offensive,1
oh fucking,offensive,1
oh fucking,offensive,1
oh fucking,offensive,1
oh fucking,offensive,1
oh fucking,offensive,1
know fuck first,offensive,1
know fuck nerve,offensive,1
know fuck,offensive,1
know fuck first,offensive,1
know fuck,offensive,1
talking office one fucking,offensive,1
oh fucking,offensive,1
princess oh fucking,offensive,1
oh fucking dogs,offensive,1
yes fucking,offensive,1
yes fucking,offensive,1
fucking,offensive,1
request fucking,offensive,1
fucking,offensive,1
Aishwarya Rai fucking one,offensive,1
shut,offensive,1
yes fucking,offensive,1
yes fucking,offensive,1
fucking,offensive,1
sex recipe buildings,offensive,1
sex buildings,offensive,1
sex recipe buildings,offensive,1
sex recipe buildings tomorrow morning,offensive,1
sex recipe buildings tomorrow,offensive,1
Ayesha fucking short baby,offensive,1
Ayesha bro fucking short baby,offensive,1
Ayesha like always fucking short baby,offensive,1
girlfriend bro what's fuck,offensive,1
new scream movie brouser fucking dumb backpacks like floor movies,offensive,1
new scream movie brouser fucking backpacks like floor movies,offensive,1
new scream movieuser fucking dumb backpacks like floor movies,offensive,1
new scream movie like brouser fucking dumb backpacks like floor movies,offensive,1
new scream movieuser fucking backpacks like floor movies,offensive,1
get fucking,offensive,1
fuck,offensive,1
fuck,offensive,1
Anadi fuck,offensive,1
Anari fuck,offensive,1
fuck,offensive,1
Anari fuck,offensive,1
taxi taxi fuck,offensive,1
taxi taxi fuck,offensive,1
taxi fuck,offensive,1
taxi fuck,offensive,1
taxi taxi fuck,offensive,1
fucking,offensive,1
calling fucking,offensive,1
excuse fucking,offensive,1
fucking,offensive,1
fuck,offensive,1
fucking lady,offensive,1
fucking,offensive,1
fuck,offensive,1
bitch girls,offensive,1
bitch tell,offensive,1
Taki Taki man young lady us like give fucking come time,offensive,1
Taki Taki exception club us like give fucking come time,offensive,1
Taki Taki man young lady show us like give fucking come time,offensive,1
thank thank exception club us like give fucking come time,offensive,1
Taki Taki exception club show us like give fucking come time,offensive,1
fucking game,offensive,1
fucking range,offensive,1
fucking Range Rover,offensive,1
fucking range animation,offensive,1
fucking range,offensive,1
fucking already,offensive,1
fucking,offensive,1
fucking think,offensive,1
fucking already,offensive,1
fucking,offensive,1
fucking,offensive,1
oh God fucking,offensive,1
fucking pussy baby,offensive,1
fucking pussy baby rabbit,offensive,1
fucking pussy baby brother,offensive,1
Brian brothers guys fucking pussy baby,offensive,1
bitch bes bitch fucking Romance,offensive,1
bitch bes bitch boy fucking Romance,offensive,1
bitch bes bitch boy fucking,offensive,1
bitch bes bitch fucking,offensive,1
bitch bes bitch boyfriend fucking Romance,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck,offensive,1
oh fucking,offensive,1
oh fucking lot,offensive,1
oh fucking fucking,offensive,1
oh fucking better,offensive,1
oh fucking like,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck,offensive,1
private sex,offensive,1
private sex,offensive,1
everything fucking,offensive,1
night new system fucking 3 days fucking videos,offensive,1
night new system years fucking 3 days fucking videos,offensive,1
night new system fucking 3 days fucking videos,offensive,1
night new system years fucking 3 days fucking videos,offensive,1
night new system fucking three days fucking videos,offensive,1
fuck Rings games,offensive,1
fuck message Rings games,offensive,1
fuck Rings games,offensive,1
fuck,offensive,1
fuck,offensive,1
cabinet fuck,offensive,1
stages like element inside black fuck,offensive,1
sex baby,offensive,1
sex,offensive,1
give sex baby,offensive,1
give sex,offensive,1
want shut,offensive,1
shut,offensive,1
shut,offensive,1
fucking dad diapers,offensive,1
fucking dad,offensive,1
run run come fuck bro,offensive,1
run run come fuck,offensive,1
run run come fuck,offensive,1
fuck,offensive,1
hey fuck,offensive,1
hey fuck,offensive,1
hey want fuck,offensive,1
fuck ass,offensive,1
go fucking,offensive,1
hi fuck process,offensive,1
hi fuck process lowrah,offensive,1
hi fuck processor,offensive,1
fuck process,offensive,1
fuck,offensive,1
yes fuck,offensive,1
actor shitfaced today that's hops major software,offensive,1
actor shitfaced day that's hops major software,offensive,1
actor shitfaced today that's helps major software,offensive,1
actor shitfaced today that's hops major software activate,offensive,1
actor shitfaced day that's helps major software,offensive,1
watching fucking bachelor game,offensive,1
watching fuck Embassy,offensive,1
fuck dear,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck hard,offensive,1
people fucking,offensive,1
fuck,offensive,1
yeah yeah fuck,offensive,1
baby sexy,offensive,1
hey manage get bird happen cheapest War guess shit money,offensive,1
hey manage get bird happen cheapest War guess shit money feel,offensive,1
hey manage get bug happen cheapest War guess shit money,offensive,1
hey manage get bug happen cheapest War guess shit money feel,offensive,1
hey manage get bird happen cheapest guess shit money,offensive,1
fucking,offensive,1
fucking nude,offensive,1
78 fucking nude,offensive,1
fucking new,offensive,1
7 fucking nude,offensive,1
7 8 fucking nude,offensive,1
games guys fucking,offensive,1
game guys fucking,offensive,1
games fucking,offensive,1
games guys fucking,offensive,1
game guys fucking,offensive,1
fuck,offensive,1
fuck,offensive,1
hello fuck,offensive,1
fuck know,offensive,1
fuck,offensive,1
fuck,offensive,1
sex,offensive,1
sex,offensive,1
fucking,offensive,1
fucking girl,offensive,1
fuck,offensive,1
fuck,offensive,1
fuck,offensive,1
underwear fucking,offensive,1
fucking,offensive,1
fucking,offensive,1
Anuradha fucking,offensive,1
fucking,offensive,1
fucking fucking,offensive,1
hello fuck bye,offensive,1
hello fuck,offensive,1
shit,offensive,1
shit,offensive,1
shit,offensive,1
fuck,offensive,1
fuck,offensive,1
fucking,offensive,1
big fuck,offensive,1
big fuck,offensive,1
fuck joke want,offensive,1
fucking joke want,offensive,1
fuck joke want talk first,offensive,1
fucking joke want talk first,offensive,1
sexy official men going another time Pum Pum Pum games,offensive,1
fuck man,offensive,1
fuck man,offensive,1
fuck man,offensive,1
fuck,offensive,1
fucking everything,offensive,1
fucking,offensive,1
fucking,offensive,1
fucking go back another 5 cannot want birds,offensive,1
fucking,offensive,1
that's fucking,offensive,1
fucking,offensive,1
fucking scene fucking,offensive,1
fucking fucking,offensive,1
fucking scene,offensive,1
fucking,offensive,1
fucking hang going,offensive,1
fucking catch hang going,offensive,1
fucking fucking hang going,offensive,1
fuck man fucking princess short bad,offensive,1
