sentence,label,class
because you fucking,offensive,1
fuck everything,offensive,1
fuck everything fucking,offensive,1
fuck everything is over,offensive,1
fuck everything playing,offensive,1
fuck everything playground,offensive,1
fuck you fuck you fuck off okay fuck off,offensive,1
fuck you fuck you fuck off fuck off okay fuck off,offensive,1
fuck you fuck you fuck off okay fuck off okay fuck off,offensive,1
fuck you fuck you fuck off okay fuck off man,offensive,1
fuck you fuck you fuck off fuck off okay fuck off man,offensive,1
in your mom yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking fuck,offensive,1
in your mum yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking fuck,offensive,1
in your mom yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking,offensive,1
in your mum yes I'm sorry I'm sorry I'm sorry I didn't I didn't accept any any Christmas holiday I am so fucking,offensive,1
planet I was having my pic in your mom okay I had my penis inside of your fucking mother because I am your fucking Papa I am your father in my boss and now your home,offensive,1
planet I was having my pic in your mom okay I had my penis inside of your fucking mother because I am your fucking Papa I am your father I need you in my boss and now your home,offensive,1
world even planet I was having my pic in your mom okay I had my penis inside of your fucking mother because I am your fucking Papa I am your father in my boss and now your home,offensive,1
you 10 years old when you want even planet I was having my pic in your mom okay I had my penis inside of your fucking mother because I am your fucking Papa I am your father in my boss and now your home,offensive,1
you tell me what even planet I was having my pic in your mom okay I had my penis inside of your fucking mother because I am your fucking Papa I am your father in my boss and now your home,offensive,1
superscription of fucking playlist,offensive,1
fucking playlist,offensive,1
superscription of fucking,offensive,1
fucking believe it who was there bitches* in the game,offensive,1
fucking you fucking believe it who was there bitches* in the game,offensive,1
fucking believe it who was there bitches* in the game every season,offensive,1
fucking believe it there bitches* in the game,offensive,1
fucking believe it who was there bitches* in the game in the league,offensive,1
you really fuck you,offensive,1
is it me I just want to help him I want to help you again I want to make him good again it's going to die his sitting there he is diet consist only fucking things,offensive,1
is it me I just want to help him I want to help you again I want to make him good again it's going to die his sitting there he is diet consist only fucking pics,offensive,1
is it me I just want to help him I want to help you again I want to make him good again it's going to die his sitting there he is diet consist of alcoholic fucking,offensive,1
I don't care I don't care they think you are fucker choice choice the most damage in my team the most Steel in my team everyone,offensive,1
I don't care I don't care they think you are fuck you the most damage in my team the most Steel in my team everyone,offensive,1
I don't care I don't care they think you are fucker choice choice the most damage in my team the most Steel in my team everyone tell me what is your real name what is your name,offensive,1
I don't care I don't care they think you are fucker choice choice the most damage in my team the most Steel in my team everyone tell me the name,offensive,1
in my stream and that's why you are fucking,offensive,1
in my stream and that's why you are a fucking,offensive,1
in my stream and that's why you are fucking tell me the name of your account,offensive,1
in my stream and that's why you are fucking your life,offensive,1
in my stream and that's why you are a fucking tell me the name of your account,offensive,1
shitting on the floor,offensive,1
shit by sitting on the floor,offensive,1
shit shitting on the floor,offensive,1
no no no shitting on the floor,offensive,1
no no no no shitting on the floor,offensive,1
we are fucker,offensive,1
we are fuck complete,offensive,1
we are fuck completely,offensive,1
we are fuck me fuck it,offensive,1
we are fuck complete fuck it,offensive,1
online fucking video game,offensive,1
fucking video game,offensive,1
online fucking,offensive,1
fucking game you fucking me and my problem,offensive,1
fucking game you fucking ever me and my problem,offensive,1
you fucking me and my problem,offensive,1
fucking game you fucking me and my problem nothing,offensive,1
what to fucking Prove the people,offensive,1
to fucking Prove the people,offensive,1
what to fucking Prove the people of the Japanese,offensive,1
what fucking Prove the people are the Japanese,offensive,1
what to fucking Prove the people are the Japanese,offensive,1
fucking you fucking you fucking you I am Shillong please,offensive,1
fucking you fucking you fucking nude I am Shillong please,offensive,1
fucking you fucking you fucking your I am Shillong please,offensive,1
fucking you fucking your fucking your I am Shillong please,offensive,1
fucking you fucking you fucking I am Shillong please,offensive,1
if any was a free Ban hit me up on getting a good look 17 before he was fucking adult,offensive,1
if any was a free Ban hit me up on getting a good look 17 before you was fucking adult,offensive,1
I'm fucking bro if any was a free Ban hit me up on getting a good look 17 before he was fucking adult,offensive,1
I'm fucking bro if any was a free Ban hit me up on getting a good look 17 before you was fucking adult,offensive,1
if any was a free Ban hit me up on getting a good looks 17 before he was fucking adult,offensive,1
what's the video what the fuck,offensive,1
no fucking way,offensive,1
no fucking way no way no way ma'am,offensive,1
no fucking way no way no way,offensive,1
no fucking way no way okay no way no way ma'am,offensive,1
no fucking way no way okay no way no way,offensive,1
history has fucking flash fucking dog,offensive,1
he still has fucking flash fucking dog,offensive,1
history has fucking flashing dog,offensive,1
history has fucking flash dog,offensive,1
he still has fucking flashing dog,offensive,1
free download Christmas guys for sex people,offensive,1
shut the fuck up joking about Christmas,offensive,1
swimming guys nice shut the fuck up joking about Christmas,offensive,1
Shilling right shut the fuck up joking about Christmas,offensive,1
nice nice shut the fuck up joking about Christmas,offensive,1
Shilling right nice shut the fuck up joking about Christmas,offensive,1
fuck now,offensive,1
fuck now no mam,offensive,1
my friend is biggest fuck now,offensive,1
please what the fuck you waiting,offensive,1
please send me the meeting what the fuck you waiting,offensive,1
please what the fuck you waiting lot,offensive,1
please send me the meeting what the fuck you waiting lot,offensive,1
please what the fuck you waiting oh my God,offensive,1
with the fucking,offensive,1
fucking,offensive,1
with the fucking so much,offensive,1
with fucking,offensive,1
fucking so much,offensive,1
stop stop stop please no fuck is that man,offensive,1
what the fuck you the music,offensive,1
what the fuck you,offensive,1
what the fuck you the music for getting,offensive,1
what the fuck you play This the music,offensive,1
what the fuck you play the music,offensive,1
Neha fucking,offensive,1
Neha fucking man,offensive,1
thank you thank you what the fuck,offensive,1
who is bru talking to ok leave the fucking sting fucking with the fucking,offensive,1
